54,30,1,

04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,20,20,12,12,12,
04,24,16,16,16,16,16,16,16,16,16,22,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,20,20,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,20,20,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,20,20,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,20,20,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,15,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,20,12,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,24,16,16,16,16,16,16,16,16,22,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,24,16,16,16,16,16,16,22,04,20,12,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,00,04,12,12,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,11,19,05,12,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,24,16,16,16,16,16,16,16,16,16,16,16,16,16,11,19,05,12,12,12,12,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,19,05,12,12,12,20,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,19,05,20,20,20,20,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,22,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,16,16,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,00,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,16,16,16,16,16,16,16,16,16,16,16,16,16,16,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,02,16,16,16,16,16,16,16,16,16,00,04,04,04,04,04,04,04,04,04,04,04,04,02,16,16,16,16,16,16,16,16,16,16,16,16,00,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
